"","year","state","county","total","male","female","over 65 male","over 65 female","under 21 male","under 21 female"
"13043",2013,"13","129",55409,27537,27872,2833,3765,9132,8631
"13044",2013,"13","105",19907,9490,10417,1448,2002,2823,2750
"13045",2013,"13","165",8642,4085,4557,588,930,1365,1243
"13046",2013,"13","217",100808,47736,53072,4457,6044,17276,17287
"13047",2013,"13","133",16091,7950,8141,1728,1899,1902,1816
"13048",2013,"13","071",45781,22600,23181,2573,3456,7538,7404
"13049",2013,"13","085",22387,11058,11329,1610,1770,3038,3165
"13050",2013,"13","063",262455,125396,137059,7845,10781,46561,44356
"13051",2013,"13","139",182841,91458,91383,9560,12217,30809,29127
"13052",2013,"15","003",964678,484970,479708,62313,81138,138661,127446
"13053",2013,"15","009",156633,78713,77920,9589,11427,21751,20248
"13054",2013,"15","005",71,34,37,3,16,2,3
"13055",2013,"16","071",4257,2273,1984,382,377,837,595
"13056",2013,"16","045",16722,8399,8323,1564,1687,2642,2180
"13057",2013,"16","085",9698,4969,4729,898,839,1232,1176
"13058",2013,"16","003",3937,2058,1879,484,389,502,365
"13059",2013,"19","193",102155,50277,51878,5607,7591,16841,16579
"13060",2013,"19","097",19737,9784,9953,1635,2113,2750,2561
"13061",2013,"19","111",35736,17955,17781,2642,3576,4895,4718
"13062",2013,"19","181",46631,22714,23917,2778,3661,7522,7282
"13063",2013,"19","149",24923,12318,12605,1841,2375,3766,3596
"13064",2013,"19","041",16604,8068,8536,1297,1846,2182,2119
"13065",2013,"19","055",17665,8804,8861,1345,1653,2614,2496
"13066",2013,"19","185",6382,3087,3295,604,837,851,937
"13067",2013,"19","163",167080,81899,85181,9627,12761,24821,24319
"13068",2013,"20","181",6063,3029,3034,501,637,790,772
"13069",2013,"20","193",7902,3868,4034,516,677,1173,1331
"13070",2013,"20","127",5869,2890,2979,616,717,741,757
"13071",2013,"20","163",5189,2577,2612,444,605,679,674
"13072",2013,"20","025",2188,1070,1118,225,309,311,298
"13073",2013,"20","077",5951,2974,2977,544,739,838,765
"13074",2013,"20","111",33624,16359,17265,1869,2422,5557,5685
"13075",2013,"20","145",6971,4055,2916,525,656,1074,694
"13076",2013,"20","033",1905,933,972,235,251,274,271
"13077",2013,"20","063",2835,1424,1411,313,328,369,359
"13078",2013,"20","079",34722,16704,18018,2544,3372,5199,5533
"13079",2013,"20","069",6012,2936,3076,372,423,996,1106
"13080",2013,"20","017",2763,1380,1383,268,319,384,380
"13081",2013,"20","067",7869,3956,3913,322,403,1447,1412
"13082",2013,"20","109",2775,1370,1405,236,322,384,373
"13083",2013,"20","149",22009,10880,11129,1203,1590,3805,3661
"13084",2013,"20","015",65786,33006,32780,3692,4801,10919,10375
"13085",2013,"20","169",55633,27435,28198,3618,4792,8631,8396
"13086",2013,"20","197",7050,3563,3487,531,587,1023,1010
"13087",2013,"13","113",107105,51828,55277,6626,8068,16773,15898
"13088",2013,"20","207",3278,1651,1627,341,393,411,381
"13089",2013,"20","141",3846,1905,1941,403,558,488,428
"13090",2013,"20","055",36920,18752,18168,1482,1767,7266,6655
"13091",2013,"20","097",2527,1256,1271,220,263,371,374
"13092",2013,"20","201",5763,2916,2847,598,752,787,695
"13093",2013,"20","129",3182,1607,1575,227,331,568,458
"13094",2013,"20","009",27602,13617,13985,2034,2685,4268,4062
"13095",2013,"20","043",7905,3996,3909,563,709,1342,1173
"13096",2013,"20","101",1616,785,831,131,245,174,201
"13097",2013,"20","115",12491,6233,6258,1173,1496,1843,1763
"13098",2013,"20","013",9969,4853,5116,813,1018,1466,1468
"13099",2013,"20","161",73243,38633,34610,2352,3033,15043,14176
"13100",2013,"20","041",19734,9765,9969,1552,1999,2942,2698
"13101",2013,"21","079",16896,8328,8568,1124,1417,2419,2216
"13102",2013,"21","037",90606,44454,46152,4987,6869,13686,12871
"13103",2013,"21","081",24685,12328,12357,1259,1494,4231,3963
"13104",2013,"21","141",26822,13261,13561,1912,2373,3941,3573
"13105",2013,"21","167",21313,10357,10956,1522,2029,3136,2928
"13106",2013,"17","009",6904,4478,2426,378,484,883,637
"13107",2013,"17","123",12454,6135,6319,1137,1400,1631,1535
"13108",2013,"17","021",34651,17628,17023,2646,3496,4743,4502
"13109",2013,"17","077",60055,30207,29848,3006,4145,10248,9758
"13110",2013,"17","181",17722,8900,8822,1501,1781,2506,2258
"13111",2013,"17","165",24950,12180,12770,1931,2703,3702,3201
"13112",2013,"17","195",58150,28591,29559,4482,5904,8187,7954
"13113",2013,"17","037",104820,51960,52860,4532,6096,18707,18319
"13114",2013,"17","079",9680,4830,4850,765,911,1287,1261
"13115",2013,"17","197",679688,337682,342006,29244,37454,116995,110524
"13116",2013,"17","041",19902,9789,10113,1337,1816,3005,2996
"13117",2013,"17","061",13778,6963,6815,1077,1341,1931,1793
"13118",2013,"17","069",4273,2342,1931,482,455,622,418
"13119",2013,"17","095",52545,26427,26118,4369,5569,7066,6957
"13120",2013,"17","127",15282,7242,8040,1208,1661,2031,2052
"13121",2013,"17","089",518380,258379,260001,23287,29930,89214,84788
"13122",2013,"06","073",3138265,1576095,1562170,160606,207340,483860,449943
"13123",2013,"06","107",446644,224021,222623,19362,23940,88789,84352
"13124",2013,"06","113",202288,98679,103609,9071,11733,34276,35866
"13125",2013,"06","023",134613,67457,67156,8237,10172,18986,18465
"13126",2013,"06","057",98509,48894,49615,9385,10812,11887,10573
"13127",2013,"06","003",1165,708,457,141,85,206,111
"13128",2013,"06","039",151435,73133,78302,8397,9541,26310,25715
"13129",2013,"06","045",87497,43906,43591,6725,7824,12382,11023
"13130",2013,"06","087",264808,131850,132958,13576,17428,40416,39523
"13131",2013,"06","105",13638,6968,6670,1562,1348,1378,1393
"13132",2013,"06","037",9893481,4878648,5014833,474652,636370,1527282,1460437
"13133",2013,"06","065",2228528,1109691,1118837,122658,148872,388319,373157
"13134",2013,"06","071",2056915,1023385,1033530,84535,106743,374796,353220
"13135",2013,"06","085",1812208,910196,902012,90713,115819,268293,253308
"13136",2013,"06","041",254643,125104,129539,19740,24886,32015,29998
"13137",2013,"06","061",355924,173709,182215,25381,31780,51883,49749
"13138",2013,"06","093",44503,22219,22284,4406,4742,5911,5163
"13139",2013,"06","089",177966,87600,90366,14210,17125,25395,23484
"13140",2013,"06","095",417258,208246,209012,21823,27949,63108,59729
"13141",2013,"06","015",28357,15733,12624,1887,2139,4065,3573
"13142",2013,"06","021",28054,14194,13860,1756,2056,4947,4412
"13143",2013,"06","007",220542,109200,111342,15291,19559,32513,31581
"13144",2013,"06","063",19586,9810,9776,2108,2227,2430,1999
"13145",2013,"06","079",272094,139115,132979,19417,23567,41002,36629
"13146",2013,"06","029",848204,436648,411556,35420,42874,160315,150010
"13147",2013,"06","111",829017,411721,417296,44572,56779,132589,125225
"13148",2013,"06","009",45147,22612,22535,4988,5109,5475,4832
"13149",2013,"06","081",729543,358960,370583,42956,57550,98553,93113
"13150",2013,"06","109",54728,28793,25935,5511,6153,6333,5575
"13151",2013,"06","005",37422,20236,17186,3919,4227,3939,3616
"13152",2013,"08","095",4383,2278,2105,359,486,789,550
"13153",2013,"08","031",619297,309818,309479,27241,37638,81460,79426
"13154",2013,"08","061",1423,671,752,118,139,207,253
"13155",2013,"08","009",3761,1849,1912,410,523,462,468
"13156",2013,"08","047",5477,2812,2665,348,272,533,612
"13157",2013,"08","063",8189,4688,3501,652,714,1200,956
"13158",2013,"08","051",15421,8392,7029,749,709,2578,2327
"13159",2013,"08","059",540669,268562,272107,31370,39833,75027,69375
"13160",2013,"08","091",4475,2283,2192,538,481,474,365
"13161",2013,"08","103",6770,3536,3234,433,449,1042,949
"13162",2013,"08","123",258780,129747,129033,11926,14047,44480,43694
"13163",2013,"08","021",8256,4105,4151,632,693,1315,1412
"13164",2013,"08","023",3552,1861,1691,426,415,525,405
"13165",2013,"08","067",52039,26455,25584,3134,3273,7142,6616
"13166",2013,"08","081",13447,7030,6417,696,809,2388,2049
"13167",2013,"08","105",11913,5930,5983,942,1022,1845,1698
"13168",2013,"08","011",6141,3964,2177,438,454,606,593
"13169",2013,"08","025",5629,3604,2025,349,320,576,687
"13170",2013,"08","111",659,385,274,28,46,115,35
"13171",2013,"08","057",1371,734,637,169,135,165,139
"13172",2013,"08","075",22607,12472,10135,1507,1924,3571,3152
"13173",2013,"08","083",25512,12639,12873,2077,2328,3772,3176
"13174",2013,"08","119",23276,11860,11416,1793,1603,2843,2484
"13175",2013,"08","013",301072,151202,149870,14152,17790,46778,44204
"13176",2013,"08","071",15136,7759,7377,1317,1549,2041,1823
"13177",2013,"08","073",5442,3268,2174,433,492,571,494
"13178",2013,"08","107",23409,12301,11108,1114,1035,3075,2836
"13179",2013,"08","003",15933,7832,8101,842,1031,2948,2846
"13180",2013,"08","019",9048,4705,4343,655,624,926,869
"13181",2013,"08","043",46850,27488,19362,4087,4482,4771,4304
"13182",2013,"17","179",135747,66952,68795,9278,12208,19385,18401
"13183",2013,"08","035",293014,145385,147629,10921,12387,50467,47523
"13184",2013,"08","037",52151,27753,24398,1684,1587,7494,7176
"13185",2013,"08","101",160048,78734,81314,11119,13995,24484,23149
"13186",2013,"08","085",41020,20078,20942,3478,4164,5729,5495
"13187",2013,"08","087",28308,14137,14171,1797,2267,4535,4415
"13188",2013,"08","093",16131,8506,7625,1144,945,1771,1657
"13189",2013,"08","109",6200,3159,3041,463,461,884,823
"13190",2013,"08","077",147432,73331,74101,10175,12518,21945,20985
"13191",2013,"08","099",12473,6220,6253,796,1023,2268,1912
"13192",2013,"08","053",809,371,438,115,130,45,66
"13193",2013,"08","041",634423,317507,316916,28804,37074,107084,97384
"13194",2013,"08","121",4796,2518,2278,447,508,683,568
"13195",2013,"08","049",14535,7877,6658,932,768,1874,1616
"13196",2013,"08","005",585333,287361,297972,26816,35437,90551,84892
"13197",2013,"08","089",18817,9317,9500,1525,1949,2835,2699
"13198",2013,"08","014",57171,28306,28865,2527,3434,8826,8596
"13199",2013,"10","003",542784,262687,280097,29251,39495,80550,79307
"13200",2013,"10","005",200632,97782,102850,20128,23525,24918,23791
"13201",2013,"10","001",165030,79516,85514,10215,13032,26310,25303
"13202",2013,"11","001",619371,293104,326267,28375,41988,75530,78207
"13203",2013,"09","009",862611,415801,446810,52831,73870,123857,118666
"13204",2013,"09","005",188629,92589,96040,13815,17512,24152,22779
"13205",2013,"09","003",895827,433547,462280,55078,77866,126790,122341
"13206",2013,"09","011",274090,136923,137167,17668,22616,38837,35722
"13207",2013,"09","013",152366,76406,75960,8668,10346,24980,24453
"13208",2013,"09","001",926233,450786,475447,53951,73699,139503,132535
"13209",2013,"12","031",872598,423201,449397,42057,58826,128608,124325
"13210",2013,"12","007",27981,15615,12366,1987,2433,3445,3223
"13211",2013,"12","019",192665,94453,98212,10818,13106,30622,28671
"13212",2013,"12","067",8745,5171,3574,557,653,1403,1129
"13213",2013,"12","089",74163,36398,37765,6100,6696,9757,9366
"13214",2013,"12","103",920015,441521,478494,86239,113363,103124,98390
"13215",2013,"12","111",281015,137184,143831,26961,31457,37780,36113
"13216",2013,"12","051",38346,20730,17616,2335,2253,7069,6176
"13217",2013,"12","061",139356,67180,72176,17690,21233,16408,15083
"13218",2013,"12","099",1339221,648352,690869,128032,165404,170667,163302
"13219",2013,"12","109",197115,95718,101397,14798,17525,28204,26840
"13220",2013,"12","086",2549075,1236500,1312575,152764,213955,352069,337380
"13221",2013,"12","035",97301,46618,50683,11861,13053,11528,11351
"13222",2013,"12","037",11554,6771,4783,1056,998,1289,1010
"13223",2013,"12","047",14655,8645,6010,943,1099,2566,1605
"13224",2013,"12","039",46860,23157,23703,2810,3703,6585,6721
"13225",2013,"12","059",19864,10601,9263,1612,1907,2549,2313
"13226",2013,"12","071",633968,311368,322600,73244,80792,77900,73382
"13227",2013,"12","083",333503,159953,173550,40825,46908,39983,37877
"13228",2013,"12","021",328209,161828,166381,42762,47177,39435,36907
"13229",2013,"12","093",39642,21177,18465,3264,3504,6195,5579
"13230",2013,"12","101",468194,227385,240809,45460,54159,60723,57984
"13231",2013,"12","055",98275,47913,50362,14995,17020,11477,10187
"13232",2013,"12","121",42865,22019,20846,3550,4408,6006,5324
"13233",2013,"12","027",34651,19381,15270,3132,3211,5364,4716
"13234",2013,"12","013",14700,7944,6756,1079,1257,1772,1877
"13235",2013,"12","023",67568,34405,33163,4892,5870,9999,9325
"13236",2013,"12","029",16234,8456,7778,1636,1648,2015,1884
"13237",2013,"12","107",73683,36476,37207,6729,7697,10403,9969
"13238",2013,"12","125",15307,9936,5371,956,644,2136,1875
"13239",2013,"12","081",329487,159383,170104,36286,42702,40922,39867
"13240",2013,"12","075",40289,19909,20380,4118,4108,5346,4783
"13241",2013,"12","003",27069,14164,12905,1399,1676,4429,3950
"13242",2013,"12","127",496268,241922,254346,48178,59551,61519,57833
"13243",2013,"12","073",278624,132608,146016,11716,15920,47308,47846
"13244",2013,"12","079",19070,9945,9125,1393,1797,2581,2487
"13245",2013,"12","077",8308,5182,3126,362,437,1333,923
"13246",2013,"12","119",98409,50747,47662,22805,23174,5614,4893
"13247",2013,"29","195",23324,11615,11709,1594,2212,3687,3266
"13248",2013,"29","227",2129,1046,1083,213,294,282,241
"13249",2013,"29","079",10282,4925,5357,895,1254,1468,1547
"13250",2013,"29","141",20392,10124,10268,2234,2333,2661,2511
"13251",2013,"29","179",6661,3396,3265,707,716,924,817
"13252",2013,"29","189",999725,473223,526502,63072,90377,143620,138072
"13253",2013,"29","209",31817,15596,16221,3929,4030,3523,3478
"13254",2013,"29","009",35614,17779,17835,3036,3545,5181,5092
"13255",2013,"29","019",165776,80112,85664,6726,8979,27127,29008
"13256",2013,"29","051",76228,38420,37808,4210,5517,11018,11124
"13257",2013,"29","055",24711,12206,12505,1847,2260,3620,3485
"13258",2013,"29","093",10505,5215,5290,850,1014,1403,1413
"13259",2013,"29","117",15051,6784,8267,1178,1638,2018,1991
"13260",2013,"29","135",15657,8174,7483,955,1214,2354,2319
"13261",2013,"29","155",18160,8574,9586,1116,1613,3081,3060
"13262",2013,"29","159",42146,20612,21534,2646,3581,6468,6441
"13263",2013,"29","203",8388,4223,4165,683,798,1251,1129
"13264",2013,"29","175",25253,13159,12094,1544,2109,3841,3350
"13265",2013,"29","069",31916,15374,16542,2250,3096,5101,4886
"13266",2013,"29","071",101569,50469,51100,6354,8105,15617,13885
"13267",2013,"29","089",10184,5066,5118,707,897,1661,1596
"13268",2013,"29","095",675641,326689,348952,35876,50183,100491,97944
"13269",2013,"29","131",24863,12388,12475,1949,2199,3654,3518
"13270",2013,"29","171",4944,2471,2473,493,600,707,592
"13271",2013,"29","213",52412,25428,26984,4474,5155,7552,7417
"13272",2013,"29","021",89419,44648,44771,5110,7341,13853,13305
"13273",2013,"29","025",9249,4613,4636,748,850,1379,1262
"13274",2013,"29","037",99875,48897,50978,6192,7845,15814,15021
"13275",2013,"29","049",20659,10368,10291,1595,1712,2997,2896
"13276",2013,"29","059",16733,8355,8378,1363,1564,2507,2358
"13277",2013,"29","085",9499,4655,4844,1406,1457,1051,976
"13278",2013,"29","113",53051,26460,26591,2723,3272,8958,8174
"13279",2013,"29","137",8798,4388,4410,774,930,1223,1243
"13280",2013,"29","145",58552,28917,29635,4174,5254,9273,8608
"13281",2013,"29","163",18579,10276,8303,1353,1578,2764,2277
"13282",2013,"29","183",365101,179218,185883,18841,24241,56375,54096
"13283",2013,"29","031",76322,36745,39577,4675,6377,11439,11796
"13284",2013,"29","205",6274,3103,3171,521,706,892,851
"13285",2013,"29","225",36274,18497,17777,2289,2661,6096,5709
"13286",2013,"29","065",15649,7739,7910,1344,1635,2128,2151
"13287",2013,"29","005",5605,2778,2827,548,700,712,678
"13288",2013,"29","013",16878,8225,8653,1346,1707,2448,2340
"13289",2013,"29","015",19008,9542,9466,2500,2513,2187,1998
"13290",2013,"29","035",6260,3009,3251,497,556,899,951
"13291",2013,"29","057",7734,3895,3839,764,894,1062,931
"13292",2013,"29","115",12592,6029,6563,1025,1399,1843,1812
"13293",2013,"29","091",40458,19582,20876,3066,3996,6189,5903
"13294",2013,"29","101",53517,27240,26277,2795,3059,9408,9071
"13295",2013,"29","105",35535,17320,18215,2574,3071,5173,5168
"13296",2013,"29","125",9102,4572,4530,798,900,1324,1285
"13297",2013,"29","161",44969,23460,21509,2812,3576,8433,6212
"13298",2013,"29","165",90842,44857,45985,4783,5878,13452,12668
"13299",2013,"29","187",65602,35299,30303,4146,5372,9322,8323
"13300",2013,"29","510",318955,154082,164873,13753,21518,43789,43069
"13301",2013,"29","003",17319,8493,8826,1202,1658,2479,2311
"13302",2013,"29","023",42946,20683,22263,3238,4065,6145,6054
"13303",2013,"29","033",9216,4474,4742,783,979,1318,1270
"13304",2013,"29","061",8347,4179,4168,711,760,1319,1293
"13305",2013,"29","087",4771,2364,2407,448,587,601,533
"13306",2013,"29","181",14071,6917,7154,1247,1389,2049,1909
"13307",2013,"29","219",32667,16301,16366,2346,2713,4941,4603
"13308",2013,"29","221",25135,12848,12287,1696,1841,3394,3690
"13309",2013,"29","043",78724,38287,40437,4565,5566,12569,12045
"13310",2013,"29","063",12873,8093,4780,846,1018,1532,1268
"13311",2013,"29","081",8871,4438,4433,810,1047,1366,1198
"13312",2013,"29","107",33188,16476,16712,2469,3063,4904,4566
"13313",2013,"29","001",25573,12146,13427,1429,1954,4658,5296
"13314",2013,"29","199",4859,2423,2436,395,497,824,713
"13315",2013,"29","211",6611,3392,3219,530,653,1012,827
"13316",2013,"29","045",7035,3534,3501,580,694,1041,952
"13317",2013,"29","097",116803,57016,59787,6657,8903,18383,18223
"13318",2013,"29","111",10193,5106,5087,764,942,1645,1492
"13319",2013,"29","119",22892,11507,11385,1387,1574,3875,3622
"13320",2013,"29","157",19001,9518,9483,1300,1702,2978,2705
"13321",2013,"29","167",31088,15244,15844,2300,2858,4867,4903
"13322",2013,"29","177",23290,11583,11707,1636,1932,3409,3309
"13323",2013,"30","041",16301,8276,8025,932,1184,2852,2550
"13324",2013,"30","015",5827,2893,2934,478,543,905,890
"13325",2013,"30","053",19581,9900,9681,2145,2107,2331,2109
"13326",2013,"30","067",15621,7777,7844,1286,1447,1853,1723
"13327",2013,"30","103",711,370,341,72,102,79,55
"13328",2013,"30","005",6550,3330,3220,397,508,1258,1039
"13329",2013,"30","097",3640,1894,1746,320,353,584,454
"13330",2013,"30","099",6063,2979,3084,596,675,841,852
"13331",2013,"30","079",1186,625,561,166,156,145,106
"13332",2013,"30","035",13528,6501,7027,660,788,2511,2685
"13333",2013,"30","025",3085,1570,1515,239,253,462,433
"13334",2013,"30","037",709,366,343,85,98,84,64
"13335",2013,"30","093",34322,17472,16850,2438,3168,5039,4288
"13336",2013,"30","095",9173,4689,4484,829,783,1228,1069
"13337",2013,"30","043",11434,5913,5521,924,846,1620,1404
"13338",2013,"30","039",3105,1595,1510,420,393,299,287
"13339",2013,"30","107",2138,1074,1064,280,278,264,271
"13340",2013,"30","057",7702,3969,3733,891,812,819,765
"13341",2013,"30","091",3473,1705,1768,339,473,466,394
"13342",2013,"30","011",1241,614,627,142,184,159,106
"13343",2013,"30","003",12939,6486,6453,637,710,2644,2419
"13344",2013,"30","047",28905,14263,14642,2493,2610,4361,4207
"13345",2013,"30","049",64143,31858,32285,4206,4975,9462,8305
"13346",2013,"35","027",20359,10112,10247,2338,2397,2562,2039
"13347",2013,"29","127",28804,13832,14972,1944,2725,4173,4203
"13348",2013,"29","151",13842,7238,6604,972,1157,2362,1954
"13349",2013,"35","005",65627,32391,33236,4237,5070,11531,10997
"13350",2013,"35","025",65681,33754,31927,3225,3837,11817,11389
"13351",2013,"35","049",145400,70854,74546,10730,13081,18350,17845
"13352",2013,"35","059",4458,2510,1948,365,458,631,485
"13353",2013,"35","051",11898,5846,6052,1971,1999,1145,1154
"13354",2013,"35","053",17756,9263,8493,1252,1344,3320,2650
"13355",2013,"35","041",19984,10156,9828,1109,1288,3649,3737
"13356",2013,"35","013",211175,103714,107461,12537,14449,36831,36602
"13357",2013,"35","028",17979,9120,8859,1381,1433,2562,2357
"13358",2013,"35","039",40218,19814,20404,2687,3247,5868,6035
"13359",2013,"35","047",29093,14354,14739,2167,2515,4261,4174
"13360",2013,"35","061",76461,38612,37849,4909,5502,12493,11556
"13361",2013,"35","057",16185,8224,7961,1246,1259,2137,2279
"13362",2013,"35","001",667092,326983,340109,36819,48094,99513,96464
"13363",2013,"35","035",64767,32867,31900,4609,5233,10305,9501
"13364",2013,"35","006",27296,13748,13548,1598,1995,4248,4097
"13365",2013,"35","019",4626,2725,1901,340,488,656,583
"13366",2013,"35","003",3683,2052,1631,584,431,410,219
"13367",2013,"36","005",1397315,656945,740370,57273,93060,237381,227445
"13368",2013,"36","067",467202,225332,241870,28174,38939,69729,68564
"13369",2013,"36","019",81865,42129,39736,4989,6309,11493,10840
"13370",2013,"36","099",35359,18452,16907,2554,3069,4662,4270
"13371",2013,"36","079",99718,49843,49875,5846,7188,14468,13178
"13372",2013,"36","043",64428,31608,32820,4998,6275,8801,8660
"13373",2013,"36","069",108311,53007,55304,7610,9716,15394,14973
"13374",2013,"36","101",98951,49010,49941,7184,8857,13784,13278
"13375",2013,"36","041",4813,2482,2331,559,594,537,433
"13376",2013,"36","013",134156,66296,67860,9925,12853,19975,18743
"13377",2013,"36","047",2539789,1200944,1338845,117171,178772,377297,361444
"13378",2013,"36","107",50789,24999,25790,3771,4513,6999,6904
"13379",2013,"36","073",42663,21050,21613,2842,3524,5777,5753
"13380",2013,"36","091",221169,108899,112270,14132,17406,30618,29430
"13381",2013,"36","021",62674,31588,31086,5465,6350,8224,7085
"13382",2013,"36","049",27108,13646,13462,1922,2309,3978,3832
"13383",2013,"36","119",956283,460811,495472,58805,83996,140023,134284
"13384",2013,"36","025",47491,23854,23637,4480,5085,6467,5912
"13385",2013,"36","057",50019,24489,25530,3540,4847,7266,6673
"13386",2013,"36","085",470223,227837,242386,26024,36088,68663,64787
"13387",2013,"36","089",112097,56879,55218,7052,8893,18251,17166
"13388",2013,"36","109",102270,50345,51925,4912,6538,18287,17768
"13389",2013,"36","113",65584,31944,33640,5230,6528,8290,7834
"13390",2013,"36","023",49271,23953,25318,2964,3786,8016,8674
"13391",2013,"36","027",297385,147944,149441,18408,23487,43122,42283
"13392",2013,"36","055",746548,360319,386229,44846,62077,112320,105913
"13393",2013,"36","065",234206,116702,117504,16527,22165,33180,31392
"13394",2013,"36","111",182086,90605,91481,12463,15845,24123,23501
"13395",2013,"36","015",88876,44339,44537,5995,7999,12593,12270
"13396",2013,"36","051",65087,32548,32539,4118,5191,9709,10225
"13397",2013,"36","077",62029,29938,32091,4739,5868,9280,9885
"13398",2013,"36","039",48928,25519,23409,4232,4690,6797,5571
"13399",2013,"36","001",305279,147617,157662,17941,25642,42842,42176
"13400",2013,"36","003",48618,24603,24015,3533,4055,8503,7556
"13401",2013,"36","009",79735,39590,40145,5640,6973,11997,11408
"13402",2013,"36","053",72839,35882,36957,4740,5818,11410,11399
"13403",2013,"36","093",154821,74949,79872,9656,13659,22513,21832
"13404",2013,"36","037",59872,29789,30083,4210,5406,8411,7828
"13405",2013,"36","123",25293,12315,12978,1955,2303,3916,3837
"13406",2013,"37","079",21382,11483,9899,1160,1623,3222,2802
"13407",2013,"37","121",15453,7575,7878,1463,1833,1831,1745
"13408",2013,"37","041",14782,7120,7662,1290,1691,2180,1858
"13409",2013,"35","011",1975,961,1014,157,214,302,303
"13410",2013,"37","005",11046,5519,5527,1062,1325,1374,1289
"13411",2013,"37","027",82407,40647,41760,5787,7418,11751,10927
"13412",2013,"37","035",154432,75552,78880,9832,13074,22867,21409
"13413",2013,"37","045",97670,46893,50777,6477,8852,14595,14380
"13414",2013,"37","049",104041,52344,51697,7193,9207,16490,14501
"13415",2013,"37","065",56049,25978,30071,3406,5094,8313,8053
"13416",2013,"37","077",58188,30151,28037,3426,4378,9402,7609
"13417",2013,"37","085",118793,58396,60397,5268,7254,20697,19859
"13418",2013,"37","093",48842,23946,24896,1440,2060,8608,8404
"13419",2013,"37","089",107583,52107,55476,10834,13842,13263,12270
"13420",2013,"37","095",5771,3191,2580,452,528,762,643
"13421",2013,"37","097",161297,79416,81881,9361,12175,25273,23429
"13422",2013,"37","119",947135,457295,489840,35514,51149,146724,142152
"13423",2013,"37","159",138265,68227,70038,8853,11891,20479,19217
"13424",2013,"37","181",45120,21137,23983,2674,3934,7059,7084
"13425",2013,"37","039",27243,13207,14036,2974,3568,3156,2891
"13426",2013,"37","053",23880,11916,11964,1477,1735,3321,3065
"13427",2013,"37","179",205426,101482,103944,9167,11631,36544,34867
"13428",2013,"37","193",69184,33949,35235,5438,7013,9515,8797
"13429",2013,"37","127",95571,46062,49509,5741,8189,13865,13305
"13430",2013,"37","003",37071,18714,18357,2674,3309,5001,4867
"13431",2013,"37","055",34289,17129,17160,2599,2867,4161,3707
"13432",2013,"37","185",20792,10521,10271,1770,2270,2654,2460
"13433",2013,"37","195",81365,38875,42490,4980,7089,12115,11490
"13434",2013,"37","073",11982,5941,6041,859,1031,1694,1483
"13435",2013,"37","075",8762,4338,4424,788,925,1204,1155
"13436",2013,"37","115",20842,10251,10591,1715,2114,2875,2619
"13437",2013,"37","137",13115,6734,6381,1421,1566,1477,1343
"13438",2013,"37","149",20381,9800,10581,2266,2929,2409,2144
"13439",2013,"37","151",142042,69962,72080,9059,11607,21166,19722
"13440",2013,"37","169",47063,22875,24188,3419,4516,6248,6293
"13441",2013,"37","187",12958,5907,7051,1026,1434,1723,1923
"13442",2013,"37","043",10599,5186,5413,1232,1411,1277,1264
"13443",2013,"37","051",322033,156323,165710,13006,18508,56003,52232
"13444",2013,"37","081",495326,235788,259538,26276,36713,74606,75011
"13445",2013,"37","099",40362,19852,20510,2829,3464,6402,6451
"13446",2013,"37","139",40419,19589,20830,2351,3294,5983,6146
"13447",2013,"37","155",134535,65344,69191,6647,9121,23039,21656
"13448",2013,"37","173",14017,6944,7073,1081,1326,2105,1857
"13449",2013,"37","183",929214,452589,476625,35181,47793,149493,142436
"13450",2013,"37","007",26569,13841,12728,1593,2317,3709,3530
"13451",2013,"37","111",44963,22539,22424,3358,4285,6139,5766
"13452",2013,"37","069",61154,30387,30767,3522,4729,9216,8237
"13453",2013,"37","103",10194,4951,5243,858,1088,1333,1264
"13454",2013,"37","113",33859,16338,17521,3751,4656,3977,3654
"13455",2013,"37","019",110324,53810,56514,12292,13021,12395,11475
"13456",2013,"37","175",32894,15709,17185,3925,4872,3746,3743
"13457",2013,"37","013",47575,22817,24758,4042,5153,6542,6026
"13458",2013,"37","047",57761,28444,29317,3829,5392,8239,8071
"13459",2013,"37","109",78761,39038,39723,5039,5984,11147,10627
"13460",2013,"37","123",27707,13424,14283,1987,2565,4071,3945
"13461",2013,"37","135",136057,64953,71104,5956,7743,22027,23821
"13462",2013,"37","153",46534,22797,23737,2905,3953,7270,6807
"13463",2013,"37","163",63687,31327,32360,3860,5479,10043,9395
"13464",2013,"37","171",73486,35893,37593,5307,7310,10410,9612
"13465",2013,"37","011",17756,9714,8042,1458,1779,1996,1892
"13466",2013,"37","021",241801,116336,125465,16852,23000,31159,30195
"13467",2013,"37","025",181415,88517,92898,8935,12210,29866,27730
"13468",2013,"37","131",21645,10421,11224,1822,2641,2869,2507
"13469",2013,"37","147",170485,80509,89976,7330,10277,28637,29689
"13470",2013,"37","033",23462,11911,11551,1739,2270,2985,2708
"13471",2013,"37","059",41339,20226,21113,3089,3995,6022,5458
"13472",2013,"37","057",162975,79810,83165,10814,13836,23516,22271
"13473",2013,"37","061",59169,29128,30041,3576,4942,9313,8551
"13474",2013,"37","063",276494,132763,143731,11396,16480,40160,39153
"13475",2013,"37","091",24516,12225,12291,1606,2386,3380,3205
