"","year","state","county","total","male","female","over 65 male","over 65 female","under 21 male","under 21 female"
"13476",2013,"37","105",58735,28769,29966,3415,4844,9449,8636
"13477",2013,"37","129",206403,99866,106537,12658,16948,27613,28782
"13478",2013,"37","141",53412,26828,26584,3868,4516,7388,7116
"13479",2013,"40","041",41394,20406,20988,4241,4506,5523,5354
"13480",2013,"40","045",4120,2051,2069,358,459,606,543
"13481",2013,"40","051",52855,26166,26689,3306,4071,8368,7539
"13482",2013,"40","119",77897,39631,38266,3694,4559,14584,14046
"13483",2013,"40","125",70144,33522,36622,4497,5758,11202,10621
"13484",2013,"40","037",70246,34830,35416,4883,6038,10756,9890
"13485",2013,"40","141",7898,3969,3929,613,787,1207,1173
"13486",2013,"40","149",11631,5701,5930,866,1141,1760,1766
"13487",2013,"40","033",6166,3067,3099,466,607,1011,826
"13488",2013,"40","075",9389,4603,4786,765,968,1274,1339
"13489",2013,"40","079",50062,25199,24863,3565,4273,7767,7212
"13490",2013,"40","089",33143,16275,16868,2389,2841,5449,4959
"13491",2013,"40","093",7604,3832,3772,649,796,1104,966
"13492",2013,"40","097",41110,20413,20697,2983,3546,6367,6081
"13493",2013,"40","109",732118,358174,373944,37142,51407,115911,110068
"13494",2013,"40","039",28092,13941,14151,1582,2045,4773,4660
"13495",2013,"40","085",9496,4669,4827,768,867,1344,1407
"13496",2013,"40","009",22715,12185,10530,1175,1606,3523,3241
"13497",2013,"40","023",15167,7292,7875,1277,1529,2233,2239
"13498",2013,"40","065",26280,13027,13253,1503,1935,4291,4055
"13499",2013,"40","081",34238,16970,17268,2514,2982,5218,4961
"13500",2013,"40","117",16592,8262,8330,1322,1495,2515,2340
"13501",2013,"40","133",25443,12389,13054,1867,2364,4005,3910
"13502",2013,"40","025",2432,1221,1211,230,308,378,287
"13503",2013,"40","011",10198,5538,4660,743,971,1320,1255
"13504",2013,"40","029",5927,2914,3013,464,644,983,855
"13505",2013,"40","053",4522,2254,2268,427,539,612,576
"13506",2013,"40","073",15069,7448,7621,1007,1300,2365,2320
"13507",2013,"40","087",35155,17459,17696,2200,2562,5808,5262
"13508",2013,"40","095",15860,7851,8009,1505,1700,2325,2095
"13509",2013,"40","103",11529,5663,5866,864,1076,1725,1669
"13510",2013,"40","105",10580,5299,5281,909,1028,1526,1361
"13511",2013,"40","131",87730,43604,44126,5745,6513,13962,13005
"13512",2013,"40","135",41834,20662,21172,3028,3487,6341,5962
"13513",2013,"40","003",5674,3372,2302,558,574,655,609
"13514",2013,"40","151",8849,4697,4152,675,822,1372,1177
"13515",2013,"40","027",261047,130428,130619,12249,15576,42278,40811
"13516",2013,"40","107",12268,6593,5675,933,1091,1816,1567
"13517",2013,"40","005",14070,7360,6710,1048,1216,2101,1914
"13518",2013,"37","191",123382,60503,62879,6715,9678,19421,18101
"13519",2013,"41","061",25741,12665,13076,1988,2406,3856,3555
"13520",2013,"41","047",318441,158586,159855,18384,23794,52157,49652
"13521",2013,"41","019",107286,52970,54316,10950,12412,13810,12648
"13522",2013,"41","031",21461,11023,10438,1706,1737,3280,3133
"13523",2013,"41","053",75930,36569,39361,5316,6446,11710,12564
"13524",2013,"41","017",160565,79183,81382,12021,13330,22378,21067
"13525",2013,"41","043",117648,58122,59526,8468,10148,17635,16583
"13526",2013,"41","071",99802,50157,49645,6330,7721,16126,15344
"13527",2013,"41","001",16055,8084,7971,1778,1909,1974,1826
"13528",2013,"41","035",66211,32961,33250,5575,6103,9324,8826
"13529",2013,"41","041",46070,22423,23647,4758,5571,5222,4680
"13530",2013,"41","003",85989,43121,42868,4940,5954,14396,13785
"13531",2013,"41","013",20894,10413,10481,2230,2288,2755,2340
"13532",2013,"41","055",1865,920,945,201,243,237,230
"13533",2013,"41","025",7314,3692,3622,705,741,1032,818
"13534",2013,"41","045",30898,16825,14073,2237,2517,4858,4652
"13535",2013,"41","063",6924,3420,3504,827,837,795,736
"13536",2013,"41","069",1292,620,672,211,195,117,115
"13537",2013,"41","049",11218,5767,5451,703,735,1924,1748
"13538",2013,"41","011",62753,30924,31829,6610,7313,7368,7234
"13539",2013,"37","083",54251,26031,28220,3711,5408,7877,7255
"13540",2013,"37","001",152472,72603,79869,9416,13425,23080,22664
"13541",2013,"37","177",4272,2335,1937,276,411,482,528
"13542",2013,"38","089",25666,13053,12613,1619,2243,3790,3574
"13543",2013,"38","103",4220,2084,2136,536,674,498,421
"13544",2013,"38","013",2094,1071,1023,166,213,282,291
"13545",2013,"38","061",8280,4492,3788,489,555,1426,1108
"13546",2013,"38","105",25024,13143,11881,1333,1874,3810,3376
"13547",2013,"38","007",876,484,392,93,75,102,86
"13548",2013,"38","043",2429,1263,1166,235,271,248,230
"13549",2013,"38","019",3952,1990,1962,456,549,437,433
"13550",2013,"38","037",2372,1165,1207,321,336,250,292
"13551",2013,"38","049",5593,2943,2650,531,603,767,617
"13552",2013,"38","091",1976,1026,950,190,186,245,228
"13553",2013,"38","005",6721,3426,3295,426,423,1340,1308
"13554",2013,"38","045",4136,2148,1988,445,594,553,381
"13555",2013,"38","059",27874,14030,13844,1816,2246,3916,3738
"13556",2013,"38","025",3786,1966,1820,304,339,516,478
"13557",2013,"38","051",2791,1348,1443,390,546,304,264
"13558",2013,"38","063",3101,1639,1462,402,450,393,257
"13559",2013,"38","079",14176,7026,7150,654,757,2886,2644
"13560",2013,"38","099",11102,5593,5509,1016,1273,1441,1392
"13561",2013,"38","009",6529,3390,3139,639,729,868,710
"13562",2013,"38","003",11085,5499,5586,956,1222,1446,1506
"13563",2013,"38","035",67357,34651,32706,3098,4070,11627,10920
"13564",2013,"38","053",7377,3860,3517,423,486,1173,1158
"13565",2013,"38","055",9163,4645,4518,938,1036,1056,1032
"13566",2013,"38","069",4399,2274,2125,455,681,567,421
"13567",2013,"38","075",2512,1312,1200,231,238,328,332
"13568",2013,"38","011",3168,1542,1626,299,366,362,441
"13569",2013,"38","015",83906,41259,42647,4872,6611,12042,11899
"13570",2013,"38","047",1966,946,1020,253,286,206,297
"13571",2013,"38","065",1840,945,895,171,178,247,242
"13572",2013,"38","093",21046,10639,10407,1531,2052,3000,2780
"13573",2013,"38","071",11473,5836,5637,935,1174,1819,1363
"13574",2013,"38","031",3355,1665,1690,323,430,434,423
"13575",2013,"38","039",2370,1180,1190,320,415,230,209
"13576",2013,"37","165",36201,17667,18534,2107,3026,5758,5529
"13577",2013,"37","189",51557,25757,25800,2970,3605,8961,9361
"13578",2013,"38","083",1313,659,654,177,198,111,105
"13579",2013,"38","087",738,400,338,56,76,84,88
"13580",2013,"39","159",52683,25039,27644,2392,2887,8346,8028
"13581",2013,"39","131",28587,14346,14241,1824,2374,4366,3866
"13582",2013,"39","125",19441,9658,9783,1296,1694,2921,2741
"13583",2013,"39","061",802481,385732,416749,44295,64133,119769,115932
"13584",2013,"39","049",1181824,575618,606206,49519,70768,182380,175460
"13585",2013,"39","101",66323,35247,31076,4103,5439,9334,8334
"13586",2013,"39","157",92528,45594,46934,6594,8839,13298,12220
"13587",2013,"39","169",114750,56729,58021,7612,9648,18548,17775
"13588",2013,"39","015",44604,22105,22499,3085,3563,6630,6331
"13589",2013,"39","017",369650,181438,188212,19197,25161,60935,58652
"13590",2013,"39","067",15766,7780,7986,1320,1604,2109,1960
"13591",2013,"39","083",60925,29772,31153,4096,5105,9768,9472
"13592",2013,"39","089",167065,81734,85331,10074,12898,25701,24216
"13593",2013,"39","139",123387,62440,60947,8911,11899,17335,16030
"13594",2013,"39","163",13365,6696,6669,909,1032,2032,1857
"13595",2013,"39","019",28689,14367,14322,2326,2721,3925,3695
"13596",2013,"39","063",75239,36503,38736,4839,6374,10691,11490
"13597",2013,"39","039",38911,19250,19661,2618,3455,6064,5432
"13598",2013,"39","071",43395,21366,22029,3007,3778,6674,6235
"13599",2013,"39","069",28164,13950,14214,1941,2588,4377,3953
"13600",2013,"39","081",68928,33049,35879,5472,7379,8653,9306
"13601",2013,"39","133",163387,79432,83955,9742,11778,24420,25988
"13602",2013,"39","137",34339,17149,17190,2162,2848,5434,5079
"13603",2013,"39","013",69990,35515,34475,5223,7295,9086,7930
"13604",2013,"39","027",42013,20580,21433,2533,3340,6609,6232
"13605",2013,"39","047",28902,14214,14688,1970,2475,4401,3900
"13606",2013,"39","127",36051,17972,18079,2168,2656,5558,5373
"13607",2013,"39","129",55949,29332,26617,3348,4095,8250,7663
"13608",2013,"39","097",43221,23569,19652,2435,3120,6119,5620
"13609",2013,"39","119",85872,41544,44328,5661,7766,12877,12532
"13610",2013,"39","143",60619,29825,30794,4049,5477,8941,8521
"13611",2013,"39","161",28685,14035,14650,2066,2852,4198,3998
"13612",2013,"39","167",61600,30141,31459,4799,6223,8366,7762
"13613",2013,"39","011",45906,22802,23104,3101,4124,6979,6597
"13614",2013,"39","037",52666,25820,26846,3991,5133,7719,7590
"13615",2013,"39","123",41372,20576,20796,3777,4447,5073,4879
"13616",2013,"39","065",31886,15815,16071,1906,2499,5868,5133
"13617",2013,"39","079",33034,16109,16925,2040,2790,4887,4720
"13618",2013,"39","077",59390,29292,30098,3613,4652,9043,8962
"13619",2013,"39","009",64811,32421,32390,2947,3829,12509,12580
"13620",2013,"39","001",28406,13985,14421,2006,2382,4268,4187
"13621",2013,"39","103",173252,85341,87911,10740,13005,25723,24447
"13622",2013,"39","095",439511,212994,226517,24681,34729,67039,64643
"13623",2013,"39","121",14639,8771,5868,1966,1179,1769,1472
"13624",2013,"39","147",56376,28268,28108,3605,4908,9120,8198
"13625",2013,"39","151",375348,181731,193617,26387,35790,53744,51339
"13626",2013,"39","031",36862,18174,18688,2660,3436,5485,5103
"13627",2013,"39","041",178139,87967,90172,8214,9955,29852,28548
"13628",2013,"39","055",93610,45906,47704,6811,8421,14304,13626
"13629",2013,"39","073",29268,14716,14552,2219,2397,4297,4073
"13630",2013,"39","085",229850,112108,117742,16099,21936,30930,29435
"13631",2013,"39","141",77802,40968,36834,4786,6057,10648,9974
"13632",2013,"39","035",1272533,604403,668130,80671,119464,177343,173073
"13633",2013,"39","075",42841,21439,21402,2243,2761,8855,8399
"13634",2013,"39","109",102867,50462,52405,7119,9153,14997,14127
"13635",2013,"39","025",198417,97787,100630,10900,13767,30665,28744
"13636",2013,"39","045",147110,72910,74200,8357,10550,23296,21676
"13637",2013,"39","111",14646,7314,7332,1407,1529,1899,1871
"13638",2013,"39","155",208792,101451,107341,16081,21170,28427,26812
"13639",2013,"39","173",127325,62218,65107,6946,9134,20109,20824
"13640",2013,"39","005",53234,25999,27235,3848,4826,8249,8261
"13641",2013,"40","043",4800,2434,2366,417,528,753,649
"13642",2013,"40","059",3710,1834,1876,288,386,541,564
"13643",2013,"40","083",42871,21295,21576,2828,3122,6917,6303
"13644",2013,"40","143",609610,297282,312328,31221,43851,95776,91715
"13645",2013,"40","147",51329,24550,26779,3964,5249,7478,7139
"13646",2013,"40","057",2894,1331,1563,214,306,416,517
"13647",2013,"40","061",12849,6338,6511,1106,1276,1920,1834
"13648",2013,"40","111",39747,19868,19879,2821,3536,6591,5449
"13649",2013,"40","113",47800,24037,23763,3692,4183,7039,6705
"13650",2013,"40","067",6457,3258,3199,565,659,994,831
"13651",2013,"40","047",60956,30164,30792,4078,5350,9527,9186
"13652",2013,"40","049",27410,13416,13994,2019,2611,4163,3868
"13653",2013,"40","121",45417,23128,22289,3465,4529,6044,6046
"13654",2013,"40","123",37700,18341,19359,2471,3194,5852,5814
"13655",2013,"40","129",3713,1853,1860,287,381,546,551
"13656",2013,"40","153",20483,10815,9668,1295,1625,3019,2829
"13657",2013,"40","021",47488,23333,24155,3007,3620,7572,7936
"13658",2013,"30","073",6166,3019,3147,554,640,923,891
"13659",2013,"30","111",150156,73418,76738,9432,12219,21660,21088
"13660",2013,"30","063",110243,55412,54831,6109,7069,15960,15651
"13661",2013,"30","081",40423,20136,20287,3956,4175,5430,4781
"13662",2013,"30","105",7465,3731,3734,734,835,970,978
"13663",2013,"30","013",81621,40724,40897,5837,7177,11883,11274
"13664",2013,"30","027",11517,5776,5741,1209,1389,1381,1303
"13665",2013,"30","033",1145,540,605,123,138,150,159
"13666",2013,"30","061",4219,2144,2075,511,484,449,475
"13667",2013,"30","069",538,277,261,53,50,66,63
"13668",2013,"30","077",7052,4376,2676,607,574,799,595
"13669",2013,"30","089",11400,5794,5606,1377,1226,1473,1292
"13670",2013,"30","109",928,467,461,110,133,103,99
"13671",2013,"30","031",91499,47237,44262,4230,4854,14341,13561
"13672",2013,"30","059",1905,983,922,198,157,213,295
"13673",2013,"30","009",10126,5089,5037,1013,1025,1197,1043
"13674",2013,"30","001",9278,4679,4599,812,848,1277,1319
"13675",2013,"30","029",91536,45745,45791,6588,7156,13287,12394
"13676",2013,"30","065",4729,2382,2347,456,432,616,617
"13677",2013,"31","083",3445,1786,1659,421,393,437,364
"13678",2013,"31","185",13762,6737,7025,1062,1461,2090,1856
"13679",2013,"31","019",46885,23208,23677,2439,3328,8066,7699
"13680",2013,"31","037",10495,5352,5143,598,819,1879,1735
"13681",2013,"31","087",2884,1468,1416,296,372,387,287
"13682",2013,"31","141",32350,16099,16251,2075,2726,5217,5046
"13683",2013,"31","143",5342,2627,2715,468,600,740,741
"13684",2013,"31","013",11312,5456,5856,710,1023,1729,1663
"13685",2013,"31","017",3167,1555,1612,321,432,423,389
"13686",2013,"31","161",5390,2633,2757,594,666,686,706
"13687",2013,"31","109",289873,145138,144735,14021,18405,46942,45487
"13688",2013,"31","129",4462,2189,2273,527,643,497,512
"13689",2013,"31","007",816,389,427,55,73,104,111
"13690",2013,"31","063",2568,1300,1268,243,278,359,342
"13691",2013,"31","055",524697,257878,266819,24071,32703,83376,81792
"13692",2013,"31","147",8289,4076,4213,830,1054,1086,1005
"13693",2013,"31","151",14348,7269,7079,924,1168,2512,2516
"13694",2013,"31","173",6915,3432,3483,356,474,1496,1389
"13695",2013,"31","177",20234,10123,10111,1323,1621,3281,2835
"13696",2013,"31","031",5735,2784,2951,580,684,769,665
"13697",2013,"31","053",36675,17953,18722,2969,3864,5283,5161
"13698",2013,"31","069",1966,982,984,282,292,227,152
"13699",2013,"31","123",4958,2533,2425,450,507,718,667
"13700",2013,"31","127",7207,3505,3702,549,732,1127,1142
"13701",2013,"31","171",734,363,371,70,73,92,89
"13702",2013,"31","043",20920,10397,10523,1063,1336,3736,3559
"13703",2013,"31","003",6600,3287,3313,617,781,940,851
"13704",2013,"31","029",3984,1926,2058,356,508,503,543
"13705",2013,"31","035",6469,3280,3189,537,637,974,860
"13706",2013,"31","041",10872,5394,5478,1003,1247,1503,1434
"13707",2013,"31","061",3181,1594,1587,360,428,368,366
"13708",2013,"31","081",9090,4541,4549,690,866,1402,1285
"13709",2013,"31","095",7563,3711,3852,711,957,985,956
"13710",2013,"31","101",8247,4110,4137,848,988,1041,929
"13711",2013,"31","115",581,321,260,63,51,107,55
"13712",2013,"31","135",2949,1455,1494,258,347,392,348
"13713",2013,"31","155",20800,10540,10260,1528,1799,3199,2924
"13714",2013,"31","157",36883,17816,19067,2652,3570,5517,5473
"13715",2013,"31","103",698,345,353,102,100,49,63
"13716",2013,"31","105",3779,1912,1867,405,507,573,440
"13717",2013,"31","111",36128,17854,18274,2523,3277,5430,5127
"13718",2013,"31","139",7211,3673,3538,583,718,1142,953
"13719",2013,"31","165",1229,615,614,132,151,145,123
"13720",2013,"31","021",6748,3309,3439,668,892,884,846
"13721",2013,"31","025",25222,12648,12574,1703,2038,3820,3444
"13722",2013,"31","039",9095,4520,4575,827,1084,1326,1205
"13723",2013,"31","051",5953,2944,3009,471,641,889,850
"13724",2013,"31","057",1994,1008,986,181,239,219,247
"13725",2013,"31","075",614,309,305,58,51,75,102
"13726",2013,"31","077",2507,1247,1260,274,310,356,371
"13727",2013,"31","079",59431,29672,29759,3613,4306,9501,9576
"13728",2013,"31","085",1142,611,531,122,124,175,134
"13729",2013,"31","131",15727,7735,7992,1271,1722,2304,2210
"13730",2013,"31","145",11015,5462,5553,904,1153,1676,1541
"13731",2013,"31","089",10435,5121,5314,919,1227,1485,1392
"13732",2013,"31","065",4920,2401,2519,488,644,638,657
"13733",2013,"31","027",8790,4443,4347,788,1025,1362,1209
"13734",2013,"31","045",9172,4404,4768,687,832,1446,1750
"13735",2013,"31","097",5182,2965,2217,399,506,560,550
"13736",2013,"31","033",10022,4961,5061,678,922,1463,1296
"13737",2013,"31","047",24256,12216,12040,1425,1935,4067,3888
"13738",2013,"31","071",1947,967,980,244,289,222,212
"13739",2013,"31","117",382,187,195,40,33,46,43
"13740",2013,"31","125",3707,1845,1862,298,421,520,482
"13741",2013,"31","167",6148,3096,3052,403,497,1033,893
"13742",2013,"31","175",4256,2056,2200,474,563,528,557
"13743",2013,"32","001",24572,12124,12448,1903,2052,3426,3887
"13744",2013,"32","005",47035,23575,23460,5087,5066,5681,5196
"13745",2013,"32","027",6752,4414,2338,485,402,890,631
"13746",2013,"32","011",1804,960,844,135,107,285,276
"13747",2013,"32","013",16800,8818,7982,794,819,2787,2566
"13748",2013,"32","033",10023,5617,4406,811,696,1459,1345
"13749",2013,"32","007",50023,25996,24027,2198,2136,8839,8242
"13750",2013,"32","023",43368,21954,21414,5598,5367,5256,4957
"13751",2013,"32","029",3981,1917,2064,457,446,321,361
"13752",2013,"33","005",76896,37413,39483,5306,6535,10900,11486
"13753",2013,"33","009",89166,44002,45164,6604,7813,12396,12155
"13754",2013,"33","015",296718,146636,150082,17863,21948,39775,38374
"13755",2013,"33","019",43398,21359,22039,3353,4088,5388,5191
"13756",2013,"33","011",402017,199123,202894,21676,28300,58010,55049
"13757",2013,"33","007",32520,16588,15932,2995,3522,3781,3317
"13758",2013,"33","003",47694,23786,23908,4974,5407,5562,4786
"13759",2013,"34","021",368094,180127,187967,19758,27888,55258,53420
"13760",2013,"34","011",157342,80981,76361,8508,11741,23178,22391
"13761",2013,"34","035",326207,159167,167040,17726,24391,48160,45080
"13762",2013,"34","029",578902,277711,301191,51132,71875,82012,78104
"13763",2013,"34","001",274960,133471,141489,17334,22856,39992,38615
"13764",2013,"34","023",817026,401537,415489,43470,59520,121036,115198
"13765",2013,"34","033",65825,31974,33851,4441,5832,9596,9075
"13766",2013,"34","009",96684,47112,49572,9349,12120,11726,10944
"13767",2013,"34","007",513512,248011,265501,28084,39642,76891,72912
"13768",2013,"34","039",540568,262679,277889,28079,40749,81497,76828
"13769",2013,"34","017",644605,319617,324988,27490,40238,84811,79171
"13770",2013,"34","019",127047,63268,63779,7873,9379,18203,16377
"13771",2013,"34","027",495261,242474,252787,30447,40389,70792,67379
"13772",2013,"35","023",4834,2420,2414,410,426,806,679
"13773",2013,"35","031",72373,35259,37114,2974,4087,14188,13353
"13774",2013,"35","043",133503,65339,68164,7852,9461,21285,20221
"13775",2013,"35","017",29471,14625,14846,3134,3387,4264,3745
"13776",2013,"35","009",49302,25176,24126,2471,3176,9055,8069
"13777",2013,"35","015",54284,27280,27004,3341,4227,8868,8206
"13778",2013,"35","033",4788,2346,2442,607,501,487,566
